0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.600000465226672,-4.1214214008753844e-08,1260000000
5.599982267475786,-3.950590038571087e-08,1293000000
5.599982392703686,-3.975906232847045e-08,1325000000
5.600440943474477,-1.0621746162560716e-07,1360000000
5.601746474783185,-1.5250442951997457e-07,1393000000
5.603907169559325,-2.8698028829589786e-07,1426000000
5.6070518752371665,-2.474300065501238e-07,1460000000
5.611037093434483,-5.238114793415455e-07,1493000000
5.6157841333203,-9.572699938704147e-07,1526000000
5.6208887598462045,-1.1596938537538501e-06,1560000000
5.625843228769689,-1.3724193421391078e-06,1593000000
5.630797749364112,-1.3381541570879646e-06,1626000000
5.635903038186631,-1.7557465785067611e-06,1660000000
5.640854610296207,-2.5672446761577307e-06,1693000000
5.645790752188866,-2.7165543723529227e-06,1725000000
5.650828912472505,-1.7447708951802226e-06,1760000000
5.655756392348082,-1.8783085464350062e-06,1793000000
5.660702822628062,-2.182288087560744e-06,1826000000
5.665795708094312,-2.1156017717525416e-06,1860000000
5.6707411113415045,-1.034376490081724e-06,1893000000
5.675691313926009,-1.3834650784725643e-06,1926000000
5.680788463918255,-2.9688361852808216e-06,1959000000
5.685726871675554,-2.4453891986659203e-06,1993000000
5.690674545391316,1.0548732372882924e-06,2025000000
5.6957907404820345,4.742103465615097e-07,2059000000
5.700742341231149,-6.468530141971754e-06,2092000000
5.705658460666301,-6.4423680787836986e-06,2126000000
5.71075235236128,7.40934520479447e-06,2160000000
5.715734219713661,1.452868327183592e-05,2193000000
5.7206960744598945,6.949421546297734e-06,2225000000
5.725762095947418,4.777470851142847e-06,2260000000
5.730700867758668,1.9665818986529597e-05,2292000000
5.735672951545095,3.303069120012307e-05,2326000000
5.740798196031206,2.6382909113338222e-05,2359000000
