0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-1.7607296313182537e-05,-3.975906252585136e-08
-1.790760773927747e-05,-4.54755185526125e-08
-1.846743928692919e-05,-4.608828944411891e-08
-1.9348624761389085e-05,-4.6465940073885845e-08
-1.956922499046776e-05,2.985200422738237e-07
-7.214088405233052e-05,-1.4719220003962882e-06
-0.00014842855930233875,-4.466141463263054e-06
-0.00015150918608703313,-6.749934840270149e-06
-0.00015378292072891313,-8.98036853207992e-06
-0.00022739753485282854,-1.387895509280727e-05
-0.0003039802980048193,-1.9625186529959287e-05
-0.00030914199596891213,-2.207105014460822e-05
-0.00031322183544909427,-2.4500379073892392e-05
-0.00038732779611397837,-3.208816157371523e-05
-0.0004599675115631594,-4.014481681190933e-05
-0.00046657800230585217,-4.290947915222261e-05
-0.00047227423996798294,-4.5715965952179455e-05
-0.0005425664253531585,-5.544962711132007e-05
-0.0006136059944587824,-6.588713477212894e-05
-0.0006216670217142652,-6.914412139333195e-05
-0.0006284660393230208,-7.224461149290672e-05
-0.0006971873819645721,-8.425612233057059e-05
-0.0007687410616565634,-9.737987362088752e-05
-0.0007687410616565634,-9.737987362088752e-05
-0.0007777454070441317,-0.00010102400057150824
-0.0007856888719844123,-0.00010457450114540064
-0.0008608714585815616,-0.00012311039616405778
-0.0009286144264756034,-0.00013865721404314468
-0.0009389366254465101,-0.000143065170597045
-0.0009479029454361586,-0.0001472170851254366
-0.001013292065183643,-0.0001641113750795192
-0.001013292065183643,-0.0001641113750795192
-0.0010814276082560248,-0.00018231936646781672
-0.0011023509676991823,-0.00019196534813830561
-0.0011125509696861772,-0.00019694656032226074
-0.0011761502695312245,-0.00021642726181344977
-0.0012404631121854083,-0.0002367005432374219
-0.0012526325275214537,-0.00024255369226889212
-0.0012633981854171562,-0.000248044816497883
-0.001325390542925077,-0.0002694636138482608
-0.0013899761507394537,-0.000292376131989687
-0.0014026155170932348,-0.00029880766196647957
-0.0014141848970385287,-0.0003050102258031857
-0.0014764201443175843,-0.0003290212451374705
-0.0015374894350916064,-0.0003531607086464702
-0.0015509092074995393,-0.0003604004978135203
-0.0015636306497593066,-0.00036759210604056557
-0.0016224568200181198,-0.0003927210521862451
-0.001681949044278726,-0.00041870235819032155
-0.001696530340163076,-0.0004270563221371406
-0.0017096123837033127,-0.00043487401806591164
-0.0017668642503218517,-0.0004617608612920241
-0.0018265196161691448,-0.0004903705645570809
-0.0018411438089499816,-0.0004993102795970042
-0.001854806659966244,-0.0005079715611966285
-0.0019123832910937178,-0.0005375326535780433
